,Traffic Report ID,Published Date,Issue Reported,Location,Latitude,Longitude,Address,Status,Status Date
351799,E090209B1D0C5D080509EDB9A76D409459F62679_1700508132,2023-11-20 19:22:12,COLLISION WITH INJURY,"(30.414834,-97.932849)",30.414834,-97.932849,4919 DOSS RD,ARCHIVED,2023-11-20 20:25:09
351800,59DC237DF3D441B6D490394E32CD6A41B3358D2F_1700510511,2023-11-20 20:01:51,COLLISN/ LVNG SCN,"(30.295683,-97.828096)",30.295683,-97.828096,6000-blk Fm 2244 Rd,ARCHIVED,2023-11-20 20:30:11
351801,FE88F21C480D20CF1A1D401A17250DC385A707F9_1700513025,2023-11-20 20:43:45,COLLISION WITH INJURY,"(30.484651,-97.975857)",30.484651,-97.975857,8206 Bronco Ln,ARCHIVED,2023-11-20 20:50:09
351802,490E6F8654D79B3C7760DCF5188FCBFB9F4122A9_1700508704,2023-11-20 19:31:44,Traffic Hazard,"(30.304591,-97.660836)",30.304591,-97.660836,6500-6600 183 Toll Sb,ARCHIVED,2023-11-20 20:55:08
351803,BA0B087E84A54FD1CAD7C38A91695633A0C0A859_1700512366,2023-11-20 20:32:46,Crash Urgent,"(30.170781,-97.797458)",30.170781,-97.797458,420 W Slaughter Ln,ARCHIVED,2023-11-20 21:15:09
351804,48D317A055F42F511B580CB8D17221BFA0E3DB1C_1700513755,2023-11-20 20:55:55,Crash Service,"(30.330028,-97.70617)",30.330028,-97.70617,N Ih 35 Sb To Huntland Ramp / Middle Fiskville Rd,ARCHIVED,2023-11-20 21:15:09
351805,0E315B1BE59D3D1B148177D3D2C3CC3FA6ADA692_1700512430,2023-11-20 20:33:50,COLLISION,"(30.169323,-97.795771)",30.169323,-97.795771,400-blk W SLAUGHTER LN,ARCHIVED,2023-11-20 21:30:08
351806,3154011F0FA752A480FC66220BF9C9BF1336A932_1700514705,2023-11-20 21:11:45,Stalled Vehicle,"(30.209208,-97.669995)",30.209208,-97.669995,3000 Presidential Blvd,ARCHIVED,2023-11-20 21:35:07
351807,0EB7B29E307538E202BD733E1DF3A34884C5B5A8_1700512559,2023-11-20 20:35:59,COLLISION,"(30.291503,-98.041109)",30.291503,-98.041109,17614-17768 HAMILTON POOL RD,ARCHIVED,2023-11-20 21:40:09
351808,BE2608CD9B0E64302FCB6170D889D6A11E1EBDD7_1700510013,2023-11-20 19:53:33,Crash Service,"(30.414425,-97.673793)",30.414425,-97.673793,13000 N Ih 35 Svrd Sb,ARCHIVED,2023-11-20 21:40:09
351809,1A2D9204B47A686C709C7FB4D9CE3C6106935D7B_1700512524,2023-11-20 20:35:24,COLLISION,"(30.351154,-97.654817)",30.351154,-97.654817,10000-10199 SPRINKLE RD,ARCHIVED,2023-11-20 21:45:11
351810,05A5BB2081A861C7BAC6E2F3980CB63D644E17B3_1700516077,2023-11-20 21:34:37,Stalled Vehicle,"(30.202411,-97.666936)",30.202411,-97.666936,3600 Presidential Blvd,ARCHIVED,2023-11-20 21:50:09
351811,BC77B0705ECD0E9B1735332131C54C8EA571C491_1700516440,2023-11-20 21:40:40,TRFC HAZD/ DEBRIS,"(30.350678,-97.500569)",30.350678,-97.500569,E US 290 HWY WB / OLD KIMBRO RD,ARCHIVED,2023-11-20 21:55:09
351812,F4135B99ABD31C4D8F572A3D8CDA405E5EE86B62_1700516438,2023-11-20 21:40:38,Traffic Hazard,"(30.215376,-97.751997)",30.215376,-97.751997,0 S Ih 35 Nb At E Ben White Trn,ARCHIVED,2023-11-20 22:10:09
351813,DB5987452717E2FFEF845AB2D6C329551294A18B_1700515754,2023-11-20 21:29:14,Crash Service,"(30.401785,-97.679166)",30.401785,-97.679166,N Lamar Blvd / W Yager Ln,ARCHIVED,2023-11-20 22:35:07
351814,4E21B680CC0AAD7B3AE6B2DF22F941E3081BC0B9_1700516463,2023-11-20 21:41:03,Crash Service,"(30.174974,-97.814539)",30.174974,-97.814539,9400 Texas Oaks Dr,ARCHIVED,2023-11-20 22:35:07
351815,BA5BFC9D29E57BDA5C45CF82D9FFF043329F313A_1700519563,2023-11-20 22:32:43,Traffic Hazard,"(30.479088,-97.803038)",30.479088,-97.803038,N Us 183 Hwy Svrd Sb / 183a Nb At Lakeline Blvd Trn,ARCHIVED,2023-11-20 22:40:08
351816,899A19B6BEC5CDDC50179F183BA138B628CF94B3_1700519509,2023-11-20 22:31:49,Stalled Vehicle,"(30.205539,-97.716533)",30.205539,-97.716533,Burleson Rd / Montopolis Dr,ARCHIVED,2023-11-20 23:15:11
351817,7DC79C1E19D6699594E3E0AA4A1B431D3E088BE8_1700516482,2023-11-20 21:41:22,Crash Service,"(30.230986,-97.734213)",30.230986,-97.734213,1936 E Oltorf St,ARCHIVED,2023-11-21 00:10:09
351818,9356DBEE19C30AE392EE87EEAF807E175295E24F_1700516842,2023-11-20 21:47:22,Crash Service,"(30.308884,-97.710232)",30.308884,-97.710232,0 N Ih 35 To Cameron Ramp,ARCHIVED,2023-11-21 00:40:08
351819,32F1273225AB705A7DEDED07409CFC5820F25345_1700514388,2023-11-20 21:06:28,Crash Urgent,"(30.261443,-97.717222)",30.261443,-97.717222,E 7th St / Webberville Rd,ARCHIVED,2023-11-20 22:00:10
351820,39E54A158CBD072006F00EDDBF9A12712457328D_1700514934,2023-11-20 21:15:34,Crash Urgent,"(30.211231,-97.737627)",30.211231,-97.737627,4213 Todd Ln,ARCHIVED,2023-11-20 22:00:10
351821,E4BD9B6C49214CA8D8AD295FB4B1E7E79022DF16_1700515383,2023-11-20 21:23:03,COLLISION,"(30.081388,-97.693321)",30.081388,-97.693321,11132-11230 S Us 183 Hwy Sb,ARCHIVED,2023-11-20 22:00:10
351822,589426A8623F4C5968A9221251D565E029D102B9_1700516436,2023-11-20 21:40:36,Traffic Hazard,"(30.276458,-97.768953)",30.276458,-97.768953,2301-2307 W Cesar Chavez St,ARCHIVED,2023-11-20 22:00:10
351823,7A1B52FD835B0BEBB79168905903AD903FDA01BF_1700514347,2023-11-20 21:05:47,Traffic Hazard,"(30.363817,-97.749449)",30.363817,-97.749449,Spicewood Springs Rd / Hart Ln,ARCHIVED,2023-11-20 22:15:08
351824,7D4424E40C2C317E20A604552DE29589E03390B2_1700517657,2023-11-20 22:00:57,Traffic Hazard,"(30.44771,-97.790302)",30.44771,-97.790302,12958-13454 N US 183 HWY SB,ARCHIVED,2023-11-20 22:25:09
351825,741C07500DE9571F0267456ADC47830465E658E9_1700517269,2023-11-20 21:54:29,Traffic Hazard,"(30.291323,-97.723451)",30.291323,-97.723451,0 Duncan Ln,ARCHIVED,2023-11-20 22:30:12
351826,E3CBBA8883FE746C6E35783C9404B4BC0C7EE9EB_1700519033,2023-11-20 22:23:53,Traffic Hazard,"(30.163428,-97.791576)",30.163428,-97.791576,Cullen Ln / Turk Ln,ARCHIVED,2023-11-20 22:30:12
351827,00E263FF6806064C016A643C6587B0D607A6A42D_1700519904,2023-11-20 22:38:24,Crash Service,"(30.2668,-97.740588)",30.2668,-97.740588,506 San Jacinto Blvd,ARCHIVED,2023-11-20 22:45:11
351828,18C103DF09F1053DC5221AA29DC2D0FE8B19ED6D_1700517649,2023-11-20 22:00:49,Crash Urgent,"(30.211874,-97.656097)",30.211874,-97.656097,2600-2689 E Sh 71 Svrd Wb,ARCHIVED,2023-11-20 22:50:09
351829,F4DB9F653097BF8D3145AD9071101C7295CABD05_1700516152,2023-11-20 21:35:52,Stalled Vehicle,"(30.221286,-97.748653)",30.221286,-97.748653,3646-4038 S IH 35 SB,ARCHIVED,2023-11-20 23:00:10
351830,E3D9AAFDA317C05C755005FD30F6828BFFFAB6E1_1700516228,2023-11-20 21:37:08,Crash Urgent,"(30.38319,-97.709349)",30.38319,-97.709349,10609 Golden Meadow Dr,ARCHIVED,2023-11-20 23:00:10
351831,4053121DFA8AA9C328B47AC4812D2D8B18A92A65_1700518296,2023-11-20 22:11:36,Crash Urgent,"(30.356844,-97.732502)",30.356844,-97.732502,2401-2523 W Anderson Ln,ARCHIVED,2023-11-20 23:05:34
351832,B7341ADE93B73941045D59D28699793EECDF673D_1700520636,2023-11-20 22:50:36,LOOSE LIVESTOCK,"(30.18869,-97.569691)",30.18869,-97.569691,5020-5052 E SH 71 EB,ARCHIVED,2023-11-20 23:05:34
351833,138825ED8F4199D67F9CA400B795B65FEC1158AC_1700519975,2023-11-20 22:39:35,Traffic Hazard,"(30.289761,-97.752106)",30.289761,-97.752106,N Lamar Blvd / W 25th St,ARCHIVED,2023-11-20 23:15:11
351834,932FD8564738BF120BEF9EB721FEAC947797C99F_1700520828,2023-11-20 22:53:48,COLLISN/ LVNG SCN,"(30.309577,-97.920964)",30.309577,-97.920964,11801 Sonoma Dr,ARCHIVED,2023-11-20 23:40:10
351835,EC883370694191262CA4364FB7B34135E11947B8_1700520955,2023-11-20 22:55:55,Crash Urgent,"(30.220877,-97.7943)",30.220877,-97.7943,2014 Jones Rd,ARCHIVED,2023-11-20 23:40:10
351836,785A7925363BF133A7C5413C563F331C5E02CC69_1700522523,2023-11-20 23:22:03,Stalled Vehicle,"(30.302566,-97.660604)",30.302566,-97.660604,183 Toll Nb / Ed Bluestein Blvd Nb Ramp,ARCHIVED,2023-11-20 23:45:11
351837,62F65D222E45D9E913A5D06D114F275B6A926CC7_1700520815,2023-11-20 22:53:35,LOOSE LIVESTOCK,"(30.139557,-97.61773)",30.139557,-97.61773,8000-8032 Elroy Rd,ARCHIVED,2023-11-20 23:50:08
351838,3CA192BD7558780793444F73366C58D60C9D7775_1700523583,2023-11-20 23:39:43,Traffic Hazard,"(30.426334,-97.675966)",30.426334,-97.675966,1501 W HOWARD LN,ARCHIVED,2023-11-21 00:10:09
351839,AD5955C8503631249178DE05628E1434AAD35AF0_1700524325,2023-11-20 23:52:05,Traffic Hazard,"(30.309256,-97.668445)",30.309256,-97.668445,6612-6632 MANOR RD,ARCHIVED,2023-11-21 00:10:09
351840,8C08BA12C91E4E9E4777324CAD1CDC32378ABC29_1700524932,2023-11-21 00:02:12,COLLISION WITH INJURY,"(30.411725,-97.556202)",30.411725,-97.556202,16430 Cameron Rd,ARCHIVED,2023-11-21 00:10:09
351841,3AEC82C18CCCA37A61500A2C658E353667387D9D_1700524373,2023-11-20 23:52:53,Traffic Hazard,"(30.42668,-97.676667)",30.42668,-97.676667,W Howard Ln / Metric Blvd,ARCHIVED,2023-11-21 00:15:09
351842,9F06007D02B7DA59126A69422F135FCEE39E7652_1700524412,2023-11-20 23:53:32,COLLISION,"(30.396581,-97.920763)",30.396581,-97.920763,4200-4233 N FM 620 RD,ARCHIVED,2023-11-21 00:15:09
351843,A6571BB4231C92B5AF46954A0950FDEEFF69F384_1700523028,2023-11-20 23:30:28,COLLISION WITH INJURY,"(30.399147,-97.641079)",30.399147,-97.641079,13021 DESSAU RD,ARCHIVED,2023-11-21 00:20:08
351844,533958A2148AA8A3466FA3A8340D51E28294F41D_1700523354,2023-11-20 23:35:54,Traffic Hazard,"(30.32589,-97.726162)",30.32589,-97.726162,600-726 W Koenig Ln,ARCHIVED,2023-11-21 00:25:10
351845,784E9240155834852DFF458A730CCEB50229DF32_1700523785,2023-11-20 23:43:05,Traffic Hazard,"(30.30433,-97.660835)",30.30433,-97.660835,6500-6600 183 TOLL SB,ARCHIVED,2023-11-21 00:25:10
351846,4F2B344C5268B61FB41F14C640AEAF89BB7AE6D7_1700525847,2023-11-21 00:17:27,Crash Urgent,"(30.454881,-97.791273)",30.454881,-97.791273,13669-13677 N Us 183 Hwy Svrd Nb,ARCHIVED,2023-11-21 00:30:08
351847,388082EEB5EE93B2E562236F9D37CD0B5D74F08E_1700525469,2023-11-21 00:11:09,COLLISN/ LVNG SCN,"(30.144156,-97.696727)",30.144156,-97.696727,7900-9313 S US 183 HWY,ARCHIVED,2023-11-21 00:35:09
351848,EEB8F1DBCD3EEDAB645D5AB893D199D494579BF3_1700524116,2023-11-20 23:48:36,Crash Service,"(30.282272,-97.703754)",30.282272,-97.703754,1823 Airport Blvd,ARCHIVED,2023-11-21 00:40:08
351849,6C8E459F96D9CF05E1FAC5432DF1066B42609E52_1700521102,2023-11-20 22:58:22,Traffic Hazard,"(30.393355,-97.727474)",30.393355,-97.727474,3400 W Braker Ln,ARCHIVED,2023-11-21 00:45:11
351850,9304509649FAD1E302F612507DF3EE7CABF65B17_1700526916,2023-11-21 00:35:16,COLLISION,"(30.455985,-97.666964)",30.455985,-97.666964,N Ih 35 Svrd Sb / Grand Avenue Pkwy,ARCHIVED,2023-11-21 00:55:07
351851,4631E1EB7147851F2AEB66DBC5205A3882CD4C17_1700526294,2023-11-21 00:24:54,TRFC HAZD/ DEBRIS,"(30.467588,-97.669997)",30.467588,-97.669997,16400 N IH 35 SB,ARCHIVED,2023-11-21 01:00:10
351852,551220DEEB362077F5DF356BDEBAF94F34F93F0C_1700523095,2023-11-20 23:31:35,Crash Urgent,"(30.229802,-97.796308)",30.229802,-97.796308,Western Trails Blvd / Roundup Trl,ARCHIVED,2023-11-21 01:40:09
351853,4DD7E5DD0410798A96A8F2E380DFE07581D5174B_1700526426,2023-11-21 00:27:06,COLLISION,"(30.453865,-97.666276)",30.453865,-97.666276,15200-15600 N Ih 35 Sb,ARCHIVED,2023-11-21 01:40:09
351854,5B6606E99564DDD8543C33789D2137EB151ACB60_1700530414,2023-11-21 01:33:34,TRFC HAZD/ DEBRIS,"(30.348028,-97.562345)",30.348028,-97.562345,E US 290 HWY EB / GREGG MANOR RD,ARCHIVED,2023-11-21 01:45:11
351855,23B36EA4F70670AE377A591FDC03D36A9BEBB481_1700531738,2023-11-21 01:55:38,Crash Service,"(30.441151,-97.665943)",30.441151,-97.665943,1425-1509 W Wells Branch Pkwy,ARCHIVED,2023-11-21 02:05:09
351856,A739EB585292BE58C99962FD287ACAFB1A459B72_1700525718,2023-11-21 00:15:18,Crash Urgent,"(30.236575,-97.792276)",30.236575,-97.792276,3800-3938 S Lamar Blvd Sb,ARCHIVED,2023-11-21 02:00:10
351857,02EF6A4D5E9B6440EE4513BAF40746CB8E872FE4_1700525966,2023-11-21 00:19:26,Traffic Hazard,"(30.260864,-97.74876)",30.260864,-97.74876,1-223 S 1st St,ARCHIVED,2023-11-21 02:15:09
351858,F3341DBCDDA605B1601524B0D01655750CC60E0D_1700532433,2023-11-21 02:07:13,Traffic Hazard,"(30.258556,-97.797676)",30.258556,-97.797676,2100 S Mopac Expy Sb,ARCHIVED,2023-11-21 02:20:09
351859,A2F3223B9316B2DEB98D412205119ECC7CFF4E54_1700530818,2023-11-21 01:40:18,Crash Service,"(30.370239,-97.690301)",30.370239,-97.690301,304-609 Masterson Pass,ARCHIVED,2023-11-21 02:35:09
351860,E5FDFECFC553986C951E0E21DBBFF37E5462F772_1700528151,2023-11-21 00:55:51,TRFC HAZD/ DEBRIS,"(30.092741,-97.781792)",30.092741,-97.781792,TURNERSVILLE RD / N TURNERSVILLE RD,ARCHIVED,2023-11-21 03:10:09
351861,BF106F603F5A1CA065CB9438FB4EAE247D89AEF3_1700533438,2023-11-21 02:23:58,Crash Urgent,"(30.297879,-97.708887)",30.297879,-97.708887,Airport Blvd / Aldrich St,ARCHIVED,2023-11-21 03:25:07
351862,0FE7EE75207AAB55EBD41036F1DA1B4E5FBE5B8F_1700532915,2023-11-21 02:15:15,Crash Service,"(30.228238,-97.735082)",30.228238,-97.735082,2507 Burleson Rd,ARCHIVED,2023-11-21 03:30:12
351863,77BA9CD915C8E359D9733EDCFE9C61E5ACA92AFB_1700533046,2023-11-21 02:17:26,Crash Urgent,"(30.424088,-97.687925)",30.424088,-97.687925,13100-13108 Dauphine St,ARCHIVED,2023-11-21 03:50:08
351864,87277D4685E66D0F85B9A13ED48C9253D5BC8FB0_1700534495,2023-11-21 02:41:35,Traffic Hazard,"(30.338051,-97.700676)",30.338051,-97.700676,7400-7801 N Ih 35 Nb,ARCHIVED,2023-11-21 03:50:08
351865,E4B5A2B01EE1B51B2D17A165855B43C142D822C4_1700536263,2023-11-21 03:11:03,Crash Urgent,"(30.253353,-97.697574)",30.253353,-97.697574,Shady Ln / E 7th St,ARCHIVED,2023-11-21 03:55:09
351866,AEE6E7CBA08370F8E346C2A6268372C40BE71FB7_1700532803,2023-11-21 02:13:23,Crash Service,"(30.375215,-97.71174)",30.375215,-97.71174,1711 Rutland Dr,ARCHIVED,2023-11-21 04:10:09
351867,49820F6FD5C388C563F6BEAEF5585A2AD3DC8413_1700538498,2023-11-21 03:48:18,Traffic Hazard,"(30.257831,-97.726637)",30.257831,-97.726637,E Cesar Chavez St / Chalmers Ave,ARCHIVED,2023-11-21 05:00:12
351868,4E09628DA925A6D474F1700841B7FDBA51D53090_1700538848,2023-11-21 03:54:08,Crash Service,"(30.211352,-97.789491)",30.211352,-97.789491,1215 Gobi Dr,ARCHIVED,2023-11-21 05:30:12
351869,5F89685F47C1D42EFF25DD4ED40967B36B1A9C30_1700540136,2023-11-21 04:15:36,Traffic Hazard,"(30.136801,-97.796824)",30.136801,-97.796824,S Ih 35 Svrd Nb / Onion Creek Pkwy,ARCHIVED,2023-11-21 05:30:12
351870,635C86E575ED2CA9CF4BCA9B0DCE0C5FC99DF7D0_1700541265,2023-11-21 04:34:25,Stalled Vehicle,"(30.43166,-97.778304)",30.43166,-97.778304,11600 Four Iron Dr,ARCHIVED,2023-11-21 05:30:12
351871,A0E3EAB3C80118379CB2E1D7B163F82494430E03_1700543185,2023-11-21 05:06:25,Traffic Hazard,"(30.266475,-97.737187)",30.266475,-97.737187,E 6th St / Red River St,ARCHIVED,2023-11-21 05:30:12
351872,2895698422986359B90F54778C7C4DC271E8FB58_1700544170,2023-11-21 05:22:50,Crash Urgent,"(30.284439,-97.658197)",30.284439,-97.658197,6520 Fm 969 Rd,ARCHIVED,2023-11-21 06:25:10
351873,C2760EE848BBA2EA6D6BB779057FB2545F7A0825_1700538261,2023-11-21 03:44:21,Traffic Hazard,"(30.173986,-97.811004)",30.173986,-97.811004,1100-blk W Slaughter Ln,ARCHIVED,2023-11-21 06:55:11
351874,B0EAB7A122205823E6A462917B0B2FF48D77C1C5_1700537389,2023-11-21 03:29:49,Crash Urgent,"(30.345734,-97.718622)",30.345734,-97.718622,1106 Morrow St,ARCHIVED,2023-11-21 06:55:11
351875,348E495881EF4526FE8E38DBA4CEAA49B829B8B2_1700544361,2023-11-21 05:26:01,Crash Urgent,"(30.322126,-97.689056)",30.322126,-97.689056,7001 BERKMAN DR,ARCHIVED,2023-11-21 07:10:09
351876,1C236C76127575E539A03D4621AA35451321622C_1700553277,2023-11-21 07:54:37,TRFC HAZD/ DEBRIS,"(30.29583,-97.794222)",30.29583,-97.794222,1500-blk Westlake Dr,ARCHIVED,2023-11-21 08:05:17
351877,1FDC44F369950B3467C435044A9B89B77D39B7B7_1700552464,2023-11-21 07:41:04,Crash Urgent,"(30.136801,-97.796824)",30.136801,-97.796824,S Ih 35 Svrd Nb / Onion Creek Pkwy,ARCHIVED,2023-11-21 08:25:13
351878,F3F5884A4F3C2A3F811042341B7F250A2863C640_1700558914,2023-11-21 09:28:34,TRFC HAZD/ DEBRIS,"(30.274528,-97.788447)",30.274528,-97.788447,3100 GENTRY DR,ARCHIVED,2023-11-21 09:35:08
351879,5B3FFC638115EC1ACFCD9098DD56778C27F5033D_1700566050,2023-11-21 11:27:30,COLLISION,"(30.162985,-97.652842)",30.162985,-97.652842,6700-7224 S SH 130 SB,ARCHIVED,2023-11-21 11:55:09
351880,64BCD031C1826D99DCEC081569198B1F37986B52_1700553361,2023-11-21 07:56:01,LOOSE LIVESTOCK,"(30.371117,-97.569674)",30.371117,-97.569674,13300-13551 Gregg Manor Rd,ARCHIVED,2023-11-21 12:15:09
351881,C9DFB3338B461C8662CE7C52F4A28672A75B9FB5_1700557753,2023-11-21 09:09:13,AUTO/ PED,"(30.137357,-97.658256)",30.137357,-97.658256,11300-12509 FM 812 RD,ARCHIVED,2023-11-21 12:55:08
351882,0020BF2046BD4C6F803CBF19940A1A4759C0EDE8_1700571023,2023-11-21 12:50:23,COLLISION,"(30.418887,-97.846306)",30.418887,-97.846306,8200-blk N Fm 620 Rd,ARCHIVED,2023-11-21 13:10:08
351883,0CF1E822BDEEE81C31642D73DF2A5DB1ABCDB07A_1700565410,2023-11-21 11:16:50,Traffic Hazard,"(30.193376,-97.744566)",30.193376,-97.744566,5401-5407 S Pleasant Valley Rd,ARCHIVED,2023-11-21 13:15:11
351884,611425A9F0DDA81385E5B04298E7DFD179400131_1700568622,2023-11-21 12:10:22,Traffic Hazard,"(30.224874,-97.703466)",30.224874,-97.703466,Montopolis Dr / E Riverside Dr,ARCHIVED,2023-11-21 13:15:11
351885,C4B5C86BD577DA3D93FEA7C89CBA61C78B48E589_1700572143,2023-11-21 13:09:03,TRFC HAZD/ DEBRIS,"(30.328658,-97.790884)",30.328658,-97.790884,3700-3916 TORO CANYON RD,ARCHIVED,2023-11-21 13:20:09
351886,141CF79EB726E82B109E3AB6262B8026ABA43A77_1700570790,2023-11-21 12:46:30,COLLISION,"(30.12192,-97.660052)",30.12192,-97.660052,8827-9817 S Sh 130 Nb,ARCHIVED,2023-11-21 13:30:12
351887,BE342C26551878B839603204C5FD626F436937A8_1700572721,2023-11-21 13:18:41,Traffic Hazard,"(30.473564,-97.781231)",30.473564,-97.781231,13536 N Sh 45 W Wb,ARCHIVED,2023-11-21 13:30:12
351888,251530028B2880D7CA8D1CB5C02FB745FBD66FF2_1700571845,2023-11-21 13:04:05,Crash Service,"(30.442683,-97.664205)",30.442683,-97.664205,1434 W Wells Branch Pkwy,ARCHIVED,2023-11-21 13:40:12
351889,83DF4360232F4B1CC609EDB0620E15005085786D_1700572048,2023-11-21 13:07:28,LOOSE LIVESTOCK,"(30.250639,-97.559156)",30.250639,-97.559156,Decker Creek Dr / Fm 969 Rd,ARCHIVED,2023-11-21 13:45:13
351890,9EE516E1256422B2C7CD0402CAD219A36F7E7723_1700571048,2023-11-21 12:50:48,Crash Service,"(30.312846,-97.708889)",30.312846,-97.708889,5330-5744 N Ih 35 Svrd Sb,ARCHIVED,2023-11-21 13:55:08
351891,DB5C7A38682220A648B9DA7964B252D846B03084_1700573817,2023-11-21 13:36:57,COLLISION,"(30.527131,-97.575666)",30.527131,-97.575666,11703-11851 SH 130 NB,ARCHIVED,2023-11-21 13:55:08
351892,1F4858CC01572ABC64F51BF83C5F2A99B1CD82C6_1700575046,2023-11-21 13:57:26,Crash Urgent,"(30.255613,-97.701948)",30.255613,-97.701948,611 SPRINGDALE RD,ARCHIVED,2023-11-21 14:05:09
351893,99DBAF29F2C835CC4DFB0FC794B4B9ABDC8E2A66_1700569068,2023-11-21 12:17:48,COLLISION,"(30.36191,-97.518351)",30.36191,-97.518351,19200-19225 George Washington St,ARCHIVED,2023-11-21 14:10:09
351894,5275AA6E7680CE5BA67569B23119BDA775D6C41F_1700574490,2023-11-21 13:48:10,Stalled Vehicle,"(30.309291,-97.569962)",30.309291,-97.569962,9831-10025 N SH 130 NB,ARCHIVED,2023-11-21 14:10:09
351895,789BA1DFC0C3EDD84FE9E1371A0A97B514A5EFE6_1700575263,2023-11-21 14:01:03,COLLISION/PRIVATE PROPERTY,"(30.348755,-97.559106)",30.348755,-97.559106,11016 E Us 290 Hwy Wb,ARCHIVED,2023-11-21 14:15:09
351896,937E42740E2AF2C49128A1E6DFA59A3EFC9149CE_1700576940,2023-11-21 14:29:00,Traffic Hazard,"(30.442357,-97.830828)",30.442357,-97.830828,11601-11635 Boulder Ln,ARCHIVED,2023-11-21 14:35:11
351897,4D7A59E87E6CA367E15179C5C0D1403589E5D66B_1700570695,2023-11-21 12:44:55,Crash Urgent,"(30.421362,-97.845226)",30.421362,-97.845226,8300 N Fm 620 Rd,ARCHIVED,2023-11-21 14:40:10
351898,EA0A27268C155F17DC639A67B1AB97CCB5165233_1700576626,2023-11-21 14:23:46,Traffic Hazard,"(30.307089,-97.747506)",30.307089,-97.747506,Shoal Creek Blvd / W 38th St,ARCHIVED,2023-11-21 14:45:13
351899,7A5025883C3D6B54A0E765B19F53E3343687DB2E_1700574312,2023-11-21 13:45:12,Traffic Hazard,"(30.311355,-97.713723)",30.311355,-97.713723,917 E 51st St,ARCHIVED,2023-11-21 14:50:12
351900,E17568738FBEFFB1AD309EF83E7C34E438336425_1700578878,2023-11-21 15:01:18,Traffic Hazard,"(30.290859,-97.721978)",30.290859,-97.721978,0 E 32nd St To N Ih 35 Nb Ramp,ARCHIVED,2023-11-21 15:25:08
351901,AD5EFBFC94BA12B4C7A5DD1040E58407E4D5D2E6_1700579304,2023-11-21 15:08:24,Traffic Hazard,"(30.291606,-97.760475)",30.291606,-97.760475,2300-2360 N Mopac Expy Sb,ARCHIVED,2023-11-21 15:25:08
351902,EC10DB9185C9C58A004FA683DD21AFCD16CAD418_1700580508,2023-11-21 15:28:28,Traffic Hazard,"(30.288397,-97.72357)",30.288397,-97.72357,3000 N Ih 35 Upper Deck Nb,ARCHIVED,2023-11-21 15:45:15
351903,AAC89C40628A35265F632940B678104349122A9F_1700580940,2023-11-21 15:35:40,COLLISION,"(30.455128,-97.951145)",30.455128,-97.951145,OLD BURNET RD / SUNSWEPT DR,ARCHIVED,2023-11-21 15:55:08
351904,8CBC3E572CC892F03DC08C8EE359C71AAB846DB6_1700578796,2023-11-21 14:59:56,Crash Service,"(30.309103,-97.759904)",30.309103,-97.759904,2203 W 35th St,ARCHIVED,2023-11-21 16:35:11
351905,18DD9438519462132A38EF68B7313ADCDFB16CA5_1700580983,2023-11-21 15:36:23,Crash Urgent,"(30.335667,-97.744902)",30.335667,-97.744902,Allandale Rd / Bull Creek Rd,ARCHIVED,2023-11-21 16:40:10
351906,F98B74B9EA9CF343C2CB4DD58C9A851780C4BF35_1700582809,2023-11-21 16:06:49,LOOSE LIVESTOCK,"(30.449447,-97.722676)",30.449447,-97.722676,5400-5444 W Howard Ln,ARCHIVED,2023-11-21 16:40:10
351907,9A3785795B4105ED5FDD249A33CE12BB7B6EE664_1700583816,2023-11-21 16:23:36,Traffic Hazard,"(30.221161,-97.773124)",30.221161,-97.773124,601-699 W ST ELMO RD,ARCHIVED,2023-11-21 16:45:17
351908,96FA3E6F71FD2261F7325C90CDA49AEDD8641132_1700582918,2023-11-21 16:08:38,Crash Service,"(30.441025,-97.6638)",30.441025,-97.6638,1420 W Wells Branch Pkwy,ARCHIVED,2023-11-21 16:55:09
351909,39CACD2E0A5452368CB72F0A56F73C9D1F846043_1700576887,2023-11-21 14:28:07,Crash Urgent,"(30.338042,-97.701505)",30.338042,-97.701505,7622 N Ih 35 Svrd Sb,ARCHIVED,2023-11-21 17:00:10
351910,CFFCA7479C8052BD7EC7E2D997CF329EA9D35D08_1700585554,2023-11-21 16:52:34,Traffic Hazard,"(30.213102,-97.658501)",30.213102,-97.658501,Presidential Blvd / E Sh 71 Svrd Wb,ARCHIVED,2023-11-21 17:15:11
351911,B20BE36DAF687AF80F8875D43801C204F36EDCA7_1700585671,2023-11-21 16:54:31,Traffic Hazard,"(30.322432,-97.579057)",30.322432,-97.579057,10100-10925 N Sh 130 Nb,ARCHIVED,2023-11-21 17:25:08
351912,59DC237DF3D441B6D490394E32CD6A41B3358D2F_1700584641,2023-11-21 16:37:21,Crash Urgent,"(30.191399,-97.857701)",30.191399,-97.857701,4100-4298 W Slaughter Ln,ARCHIVED,2023-11-21 17:30:13
351913,3C516020EE7D53C2F307101968A47DC807C2B0FA_1700585352,2023-11-21 16:49:12,Traffic Hazard,"(30.401382,-97.729563)",30.401382,-97.729563,11200 N MOPAC EXPY SB,ARCHIVED,2023-11-21 17:30:13
